iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,163233.513,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
1,162290.999,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
2,162051.856,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
3,161600.676,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
4,161878.566,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
5,162521.658,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
6,163024.709,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
7,162562.299,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
8,161531.029,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
9,162053.51,1622748.814,161531.029,163233.513,162274.881,6008832,27451392,15127756.8,30000,30000
