iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,367.17,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
1,366.785,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
2,367.919,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
3,367.608,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
4,367.773,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
5,368.012,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
6,368.718,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
7,368.819,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
8,369.606,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
9,368.198,3680.609,366.785,369.606,368.061,63070208,69206016,65236992,1875,1875
