obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging,from,to,distance_beeline,distance_route,min_time,max_time,avg_time,total_time_of_all_iterations,astar_avg_time,add_positions_to_graph_avg_time,restore_avg_time,min_mem_before,max_mem_before,avg_mem_before,min_mem_after,max_mem_after,avg_mem_after
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.2 0.89,0.201 0.899,1025.836,1025.836,13.224,14.173,13.709,68.545,0.02,10.933,2.733,175284224,179556352,177045504,177381376,179556352,178330009.6
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.201 0.899,0.241 0.926,5406.475,8451.387,12.799,14.229,13.347,66.733,0.108,10.531,2.678,177836032,182239232,180450918.4,180064256,182239232,181342208
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.241 0.926,0.264 0.84,9825.958,12923.64,16.366,16.687,16.528,82.638,0.173,13.556,2.768,177496064,185835520,182473523.2,183787520,185966592,185016320
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.264 0.84,0.37 0.887,12939.258,13388.576,18.077,18.674,18.416,92.08,0.202,15.459,2.723,177860608,186327040,182888038.4,184152064,186327040,185457049.6
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.37 0.887,0.392 0.742,16262.624,18487.766,15.148,15.347,15.206,76.028,0.298,12.241,2.646,178102272,186445824,183106764.8,184393728,186445824,185623347.2
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.392 0.742,0.547 0.839,20367.893,23118.11,16.26,16.377,16.291,81.456,0.597,13.001,2.671,178184192,186519552,183185408,184475648,186519552,185701990.4
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.547 0.839,0.743 0.749,24000.469,26001.273,17.308,17.704,17.444,87.219,0.814,13.993,2.615,180396032,188735488,185399705.6,186687488,188735488,187916288
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.743 0.749,0.486 0.651,30597.377,31307.051,16.233,16.939,16.447,82.235,1.24,12.505,2.679,181059584,189403136,186064076.8,187355136,189403136,188581478.4
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.486 0.651,0.784 0.56,34673.345,36218.003,18.481,18.755,18.631,93.156,1.855,14.119,2.633,181198848,189534208,186200064,187490304,189534208,188716646.4
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.784 0.56,0.427 0.498,40312.11,42680.317,21.092,21.161,21.118,105.591,2.133,16.313,2.65,185790464,189935616,188276736,187887616,189935616,189115596.8
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.427 0.498,0.316 0.123,43475.752,45464.695,21.195,21.688,21.494,107.471,3.085,15.703,2.681,185933824,190078976,188420096,188030976,190078976,189258956.8
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.316 0.123,0.571 0.498,50418.026,52841.043,21.019,21.532,21.187,105.934,2.317,16.196,2.65,186150912,190296064,188637184,188248064,190296064,189476044.8
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.571 0.498,0.953 0.188,54733.461,61447.215,21.444,22.368,21.952,109.762,5.606,13.628,2.688,186142720,190291968,188633088,188239872,190291968,189471948.8
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.953 0.188,0.447 0.388,60514.548,65756.967,17.947,18.074,18.011,90.056,2.219,13.145,2.621,186400768,190541824,188885401.6,188497920,190541824,189724262.4
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.447 0.388,0.892 0.779,65857.511,68223.334,21.356,22.227,21.967,109.836,6.124,13.092,2.721,184696832,186793984,185955123.2,186793984,186793984,186793984
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.892 0.779,0.273 0.673,69859.925,73059.703,19.335,19.52,19.406,97.03,3.334,13.349,2.695,184979456,187084800,186241024,187076608,187084800,187079884.8
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.273 0.673,0.926 0.498,75179.486,78465.925,22.49,23.337,22.896,114.479,5.422,14.726,2.719,181104640,187396096,183621222.4,183201792,187396096,184879513.6
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.926 0.498,0.21 0.415,80081.125,83508.349,21.405,22.232,21.727,108.636,4.669,14.307,2.723,185823232,187924480,186664550.4,187920384,187924480,187922841.6
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.21 0.415,0.946 0.188,85599.534,92855.172,21.533,22.005,21.771,108.854,6.258,12.782,2.698,183922688,186019840,185180160,183922688,188116992,186019020.8
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.946 0.188,0.288 0.671,90789.972,98867.955,20.644,20.821,20.716,103.58,4.849,13.137,2.699,186183680,194523136,189520281.6,192475136,194523136,193295155.2
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.288 0.671,0.963 0.124,96666.518,101007.789,22.423,23.15,22.722,113.608,6.397,13.576,2.718,190824448,194965504,192480870.4,192921600,194965504,193739161.6
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.963 0.124,0.227 0.646,100394.643,104875.396,17.879,18.485,18.194,90.968,4.889,10.625,2.649,191008768,199344128,194343731.2,193105920,199344128,195602022.4
686,1617,3675,6468,0,0,0,0,2695,20840,20840,0.227 0.646,0.982 0.062,106187.504,110454.232,19.907,20.391,20.245,101.227,6.474,11.068,2.672,191270912,195416064,192930611.2,193368064,195416064,194188902.4
