iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,325.162,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
1,325.271,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
2,325.41,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
3,329.704,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
4,327.787,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
5,337.87,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
6,336.889,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
7,324.864,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
8,324.666,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
9,326.434,3284.058,324.666,337.87,328.406,56623104,60817408,57466880,1200,1200
