iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,3466.487,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
1,3479.535,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
2,3462.742,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
3,3466.339,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
4,3464.25,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
5,3464.055,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
6,3461.288,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
7,3462.633,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
8,3462.679,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
9,3465.341,34655.347,3461.288,3479.535,3465.535,-2523136,1888256,1250099.2,7500,7500
