iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,460.021,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
1,460.842,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
2,459.575,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
3,460.378,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
4,460.03,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
5,460.8,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
6,459.873,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
7,460.108,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
8,459.494,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
9,461.238,4602.357,459.494,461.238,460.236,1798144,1806336,1802649.6,2700,2700
