iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,7122.015,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
1,7121.482,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
2,7119.688,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
3,7121.767,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
4,7365.002,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
5,7125.423,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
6,7122.16,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
7,7122.044,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
8,7122.92,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
9,7121.161,71463.661,7119.688,7365.002,7146.366,638976,655360,643072,10800,10800
