iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,65.737,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
1,68.056,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
2,65.736,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
3,67.733,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
4,65.686,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
5,67.565,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
6,65.517,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
7,67.833,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
8,65.514,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
9,67.831,667.208,65.514,68.056,66.721,2097152,25169920,13631897.6,675,675
