iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,27244.845,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
1,27368.738,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
2,27330.283,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
3,27121.661,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
4,27092.143,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
5,27231.29,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
6,27221.921,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
7,27180.821,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
8,27182.663,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
9,27245.671,272220.035,27092.143,27368.738,27222.004,-1392640,9830400,5437849.6,10800,10800
