iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,131508.318,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
1,131396.305,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
2,131857.313,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
3,131662.798,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
4,131980.86,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
5,131880.666,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
6,131769.51,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
7,131576.618,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
8,131726.399,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
9,130823.47,1316182.256,130823.47,131980.86,131618.226,10948608,23670784,16597401.6,19200,19200
