iteration_number,iteration_time,total_time,min_time,max_time,avg_time,min_mem,max_mem,avg_mem,total_vertices,total_vertices_after_preprocessing
0,19288.931,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
1,19327.624,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
2,18945.095,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
3,18815.774,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
4,18823.806,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
5,18824.341,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
6,18819.983,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
7,18813.557,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
8,18814.36,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
9,18873.859,189347.329,18813.557,19327.624,18934.733,3223552,3272704,3237888,10800,10800
