name,time
before_graph_generation,1690035813478
graph_creation_get_obstacle_start,1690035813481
graph_creation_obstacle_neighbors_start,1690035813965
graph_creation_knn_start,1690035820408
graph_creation_create_graph_start,1690035834340
graph_creation_merge_prepare_start,1690035834653
graph_creation_merge_insert_start,1690035842761
after_graph_generation,1690035845927
after_agent_init,1690035845952
after_agent,1690035854221
