get_obstacle_time,knn_search_time,build_graph_time,merge_road_graph_time,add_poi_attributes_time,iteration_number,iteration_time,obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging
22.043,8453.362,232.985,1.363,1.454,0,8735.917,849,3760,6055,14784,0,0,0,0,5731,48912,48912
22.385,8433.134,215.749,1.358,1.415,1,8693.385,849,3760,6055,14784,0,0,0,0,5731,48912,48912
23.21,8467.323,250.758,1.368,1.385,2,8771.236,849,3760,6055,14784,0,0,0,0,5731,48912,48912
34.242,8402.724,211.585,1.343,1.583,3,8670.014,849,3760,6055,14784,0,0,0,0,5731,48912,48912
20.386,8386.723,246.54,1.938,1.422,4,8675.072,849,3760,6055,14784,0,0,0,0,5731,48912,48912
