time,kb
1690049146177,129648
1690049146281,129648
1690049146382,129648
1690049146486,129648
1690049146589,129648
1690049146693,129648
1690049146796,129648
1690049146897,129648
1690049146998,129648
1690049147099,130672
1690049147202,133872
1690049147304,134280
1690049147406,149128
1690049147508,153996
1690049147611,166412
1690049147714,170764
1690049147818,182920
1690049147920,182952
1690049148023,183276
1690049148125,186512
1690049148227,188456
1690049148329,199044
1690049148431,199800
1690049148533,199800
1690049148635,200184
1690049148738,200308
1690049148839,200308
1690049148941,200308
1690049149044,200308
1690049149147,200308
1690049149249,200308
1690049149350,200308
1690049149453,200308
1690049149555,200308
1690049149657,200308
1690049149758,200308
1690049149860,200308
1690049149962,200308
1690049150064,200308
1690049150166,200308
1690049150267,200308
1690049150369,200436
1690049150470,200436
1690049150572,200436
1690049150681,200436
1690049150790,200436
1690049150893,200436
1690049151006,200436
1690049151111,200436
1690049151215,200436
1690049151318,200436
1690049151420,200436
1690049151525,200436
1690049151627,200436
1690049151729,200436
1690049151832,200436
1690049151935,200436
1690049152037,200436
1690049152139,200436
1690049152241,200436
1690049152343,200436
1690049152446,200436
1690049152548,200436
1690049152654,200436
1690049152755,200436
1690049152857,200436
1690049152960,200436
1690049153062,200436
1690049153164,200436
1690049153266,200436
1690049153369,200436
1690049153471,200436
1690049153572,200436
1690049153674,200436
1690049153776,200436
1690049153877,200436
1690049153979,200436
1690049154081,200436
1690049154184,200436
1690049154286,200436
1690049154390,200436
1690049154492,200436
1690049154594,200436
1690049154696,200436
1690049154798,200436
1690049154905,200436
1690049155007,200436
1690049155109,200436
1690049155211,200436
1690049155314,200436
1690049155416,200436
1690049155519,200436
1690049155621,200436
1690049155723,200436
1690049155826,200436
1690049155928,200436
1690049156029,200436
1690049156131,200436
1690049156234,200436
1690049156336,200436
1690049156438,200436
1690049156540,201076
1690049156642,201076
1690049156744,201076
1690049156847,201076
1690049156949,201076
1690049157050,201076
1690049157152,201076
1690049157253,201076
1690049157355,201076
1690049157457,201076
1690049157560,201076
1690049157661,201076
1690049157763,201076
1690049157865,201076
1690049157967,201076
1690049158069,201076
1690049158170,201076
1690049158272,201076
1690049158373,201076
1690049158475,201076
1690049158577,201076
1690049158678,201076
1690049158780,201076
1690049158882,201076
1690049158986,201076
1690049159088,201076
1690049159190,201076
1690049159292,201076
1690049159395,201076
1690049159497,201076
1690049159600,201204
1690049159702,201204
1690049159804,201204
1690049159905,201204
1690049160008,201204
