name,time
before_graph_generation,1690049147102
graph_creation_get_obstacle_start,1690049147106
graph_creation_obstacle_neighbors_start,1690049148346
graph_creation_knn_start,1690049306793
graph_creation_create_graph_start,1690049518417
graph_creation_merge_prepare_start,1690049519346
graph_creation_merge_insert_start,1690049611832
after_graph_generation,1690049655180
after_agent_init,1690049655223
after_agent,1690049710821
