obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging,from,to,distance_beeline,distance_route,min_time,max_time,avg_time,total_time_of_all_iterations,astar_avg_time,add_positions_to_graph_avg_time,restore_avg_time,min_mem_before,max_mem_before,avg_mem_before,min_mem_after,max_mem_after,avg_mem_after
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.072 0.934,0.25 0.757,27898.646,28193.623,257.018,259.91,258.822,1294.109,3.986,204.474,49.811,615342080,615350272,615346995.2,621633536,621641728,621638451.2
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.25 0.757,0.666 0.99,52964.967,56620.452,266.497,275.395,268.932,1344.659,22.137,195.927,50.807,616071168,616071168,616071168,622362624,622362624,622362624
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.666 0.99,0.665 0.752,26483.601,34855.145,224.678,225.599,225.242,1126.212,4.785,170.742,49.662,616497152,616505344,616502067.2,626982912,626991104,626987827.2
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.665 0.752,0.997 0.794,37187.531,39284.52,225.871,238.071,229.298,1146.489,16.363,162.328,49.487,616640512,617369600,616929689.6,627126272,627855360,627549798.4
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.997 0.794,0.663 0.468,51838.056,52785.433,217.096,218.542,217.809,1089.043,10.836,157.976,48.953,617537536,617541632,617538355.2,628023296,628027392,628024115.2
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.663 0.468,0.436 0.706,36542.459,37751.935,218.577,219.995,219.08,1095.402,13.979,156.515,48.549,618057728,618057728,618057728,628543488,628543488,628543488
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.436 0.706,0.474 0.491,24256.037,24705.54,213.688,214.251,213.923,1069.613,5.612,159.332,48.943,617009152,618057728,617845555.2,627494912,628543488,628331315.2
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.474 0.491,0.151 0.565,36834.857,37792.544,209.988,210.514,210.233,1051.167,14.547,147.269,48.38,615071744,615071744,615071744,629751808,629751808,629751808
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.151 0.565,0.243 0.754,23378.555,23652.883,201.637,202.209,201.866,1009.331,4.7,148.567,48.566,617160704,617164800,617163980.8,631840768,631844864,631844044.8
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.243 0.754,0.153 0.363,44652.577,45542.796,212.96,214.319,213.387,1066.937,15.83,148.907,48.604,617259008,617263104,617262284.8,631939072,631943168,631942348.8
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.153 0.363,0.491 0.497,40445.661,41729.568,216.121,217.089,216.784,1083.919,13.114,154.974,48.654,617635840,617635840,617635840,632315904,632315904,632315904
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.491 0.497,0.684 0.33,28307.092,28951.642,235.517,236.168,235.96,1179.802,8.064,178.122,49.737,617873408,617881600,617879961.6,632553472,632561664,632560025.6
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.684 0.33,0.932 0.451,30667.017,31312.91,256.963,259.712,258.179,1290.896,9.382,198.153,50.605,617967616,617971712,617970073.6,632647680,632651776,632650137.6
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.932 0.451,0.69 0.324,30332.409,31451.632,243.793,244.609,244.089,1220.447,5.867,187.984,50.202,618778624,618778624,618778624,633458688,633458688,633458688
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.69 0.324,0.746 0.259,9567.805,13024.917,213.855,214.116,213.938,1069.69,1.251,163.674,48.974,618831872,618831872,618831872,633511936,633511936,633511936
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.746 0.259,0.664 0.05,25080.111,25769.291,209.02,210.043,209.472,1047.359,6.011,154.484,48.939,618876928,618885120,618882662.4,633556992,633565184,633562726.4
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.664 0.05,0.35 0.663,76627.511,79049.254,310.478,314.219,311.734,1558.668,30.009,226.708,54.949,616767488,616775680,616769945.6,631447552,631455744,631450009.6
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.35 0.663,0.33 0.251,45817.554,48558.82,298.867,300.984,299.54,1497.702,24.237,220.671,54.581,621289472,621293568,621290291.2,631775232,631779328,631776051.2
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.33 0.251,0.403 0.182,11148.138,11510.723,193.277,193.523,193.366,966.832,0.949,143.739,48.645,625664000,625664000,625664000,636149760,636149760,636149760
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.403 0.182,0.336 0.172,7472.361,10043.256,198.742,199.058,198.907,994.537,0.63,149.553,48.687,625709056,625717248,625714790.4,636194816,636203008,636200550.4
486,34506,35964,138024,0,0,0,0,35478,95314,95314,0.336 0.172,0.133 0.048,26464.881,28775.62,202.584,203.717,202.974,1014.869,6.859,147.136,48.939,625745920,626151424,625831936,636231680,636637184,636396339.2
