obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging,from,to,distance_beeline,distance_route,min_time,max_time,avg_time,total_time_of_all_iterations,astar_avg_time,add_positions_to_graph_avg_time,restore_avg_time,min_mem_before,max_mem_before,avg_mem_before,min_mem_after,max_mem_after,avg_mem_after
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.148 53.446,10.141 53.437,1006.816,1093.644,51.993,52.996,52.493,262.463,14.865,34.2,3.373,216858624,216875008,216870912,218968064,218972160,218971340.8
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.141 53.437,10.135 53.445,952.607,1086.825,54.889,56.058,55.287,276.435,15.406,36.393,3.202,217821184,217821184,217821184,219918336,219918336,219918336
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.135 53.445,10.149 53.444,902.632,1026.633,44.633,45.137,44.87,224.352,14.68,27.134,2.99,218894336,219025408,218920550.4,220991488,221122560,221043916.8
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.149 53.444,10.143 53.437,852.659,906.419,71.727,74.397,72.652,363.261,11.039,56.813,4.759,219811840,219811840,219811840,221908992,221908992,221908992
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.143 53.437,10.14 53.444,801.663,809.32,217.146,218.315,217.797,1088.986,14.604,195.404,7.744,220798976,220803072,220802252.8,257286144,257335296,257325465.6
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.14 53.444,10.136 53.438,751.55,988.222,181.202,183.707,182.208,911.038,16.813,159.229,6.081,233160704,233160704,233160704,260423680,260423680,260423680
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.136 53.438,10.147 53.439,701.946,840.019,57.872,58.199,58.021,290.105,12.75,41.703,3.538,232017920,232017920,232017920,234115072,234115072,234115072
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.147 53.439,10.141 53.444,651.693,782.74,196.115,197.338,196.549,982.744,12.252,177.701,6.551,226578432,226578432,226578432,258035712,258035712,258035712
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.141 53.444,10.14 53.439,601.374,601.391,290.926,292.691,291.748,1458.738,16.644,266.763,8.308,229396480,229400576,229397299.2,280223744,280227840,280224563.2
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.14 53.439,10.144 53.443,551.859,579.105,200.681,202.742,201.522,1007.612,10.674,184.114,6.592,238305280,238309376,238308556.8,269762560,269766656,269765836.8
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.144 53.443,10.145 53.438,501.33,644.77,131.743,132.138,131.997,659.984,13.043,113.381,5.53,242970624,242974720,242971443.2,255553536,255557632,255554355.2
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.145 53.438,10.142 53.442,451.072,489.635,187.122,188.513,187.596,937.978,2.962,177.863,6.722,237019136,237150208,237097779.2,260087808,260218880,260192665.6
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.142 53.442,10.137 53.439,401.61,401.61,225.725,229.714,227.293,1136.467,11.221,209.78,6.257,235065344,237056000,236657868.8,270254080,272244736,271448473.6
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.137 53.439,10.142 53.439,350.857,365.987,102.024,102.901,102.324,511.619,6.275,91.743,4.279,244047872,244047872,244047872,250339328,250339328,250339328
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.142 53.439,10.143 53.442,300.778,316.427,74.595,75.405,74.842,374.211,3.453,67.291,4.073,242364416,242364416,242364416,248655872,248655872,248655872
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.143 53.442,10.14 53.443,250.748,252.005,197.64,201.037,198.805,994.027,3.148,189.051,6.57,240660480,240660480,240660480,265826304,265826304,265826304
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.14 53.443,10.138 53.441,200.674,211.718,237.808,241.11,239.606,1198.031,5.054,226.665,7.799,236838912,236843008,236839731.2,272490496,272494592,272491315.2
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.138 53.441,10.14 53.441,150.826,154.807,267.373,269.222,268.345,1341.723,5.366,253.673,9.275,237068288,237080576,237074022.4,279011328,279019520,279015424
138,572,915,2217,221,5430,39,10856,1113,8064,23572,10.14 53.441,10.14 53.44,100.421,100.421,380.789,381.675,381.265,1906.326,0.99,369.128,11.124,235159552,235163648,235162828.8,302268416,302272512,302271692.8
