obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging,from,to,distance_beeline,distance_route,min_time,max_time,avg_time,total_time_of_all_iterations,astar_avg_time,add_positions_to_graph_avg_time,restore_avg_time,min_mem_before,max_mem_before,avg_mem_before,min_mem_after,max_mem_after,avg_mem_after
50,241,370,943,143,2837,21,5668,486,3562,11672,10.141 53.444,10.14 53.439,601.374,601.391,143.606,145.151,144.079,720.395,7.246,132.413,4.379,232755200,232755200,232755200,257921024,258052096,257947238.4
50,241,370,943,143,2837,21,5668,486,3562,11672,10.14 53.439,10.144 53.443,551.859,576.443,109.428,110.016,109.735,548.674,7.076,99.11,3.458,241995776,241995776,241995776,260870144,260870144,260870144
50,241,370,943,143,2837,21,5668,486,3562,11672,10.144 53.443,10.145 53.438,501.33,644.77,65.017,68.191,65.776,328.882,7.472,55.263,2.998,246738944,257249280,253469491.2,250933248,261443584,257244364.8
50,241,370,943,143,2837,21,5668,486,3562,11672,10.145 53.438,10.142 53.442,451.072,489.635,86.505,87.641,86.928,434.64,2.055,81.409,3.422,251928576,251928576,251928576,262414336,262414336,262414336
50,241,370,943,143,2837,21,5668,486,3562,11672,10.142 53.442,10.137 53.439,401.61,401.61,125.057,127.423,125.843,629.213,6.958,115.225,3.629,245882880,245882880,245882880,271048704,271048704,271048704
50,241,370,943,143,2837,21,5668,486,3562,11672,10.137 53.439,10.142 53.439,350.857,365.987,64.638,66.347,65.173,325.863,4.889,57.917,2.34,260927488,260927488,260927488,267218944,267218944,267218944
50,241,370,943,143,2837,21,5668,486,3562,11672,10.142 53.439,10.143 53.442,300.778,316.427,46.004,46.278,46.117,230.583,2.573,41.378,2.142,250757120,257048576,254112563.2,250757120,259145728,255370854.4
50,241,370,943,143,2837,21,5668,486,3562,11672,10.143 53.442,10.14 53.443,250.748,252.005,109.035,109.536,109.291,546.455,2.631,103.06,3.569,258990080,259117056,259091660.8,277987328,277991424,277990604.8
50,241,370,943,143,2837,21,5668,486,3562,11672,10.14 53.443,10.138 53.441,200.674,211.723,109.827,111.003,110.16,550.799,3.535,102.796,3.753,261324800,261451776,261426380.8,280326144,280326144,280326144
50,241,370,943,143,2837,21,5668,486,3562,11672,10.138 53.441,10.14 53.441,150.826,154.807,125.378,126.03,125.816,629.08,3.633,117.477,4.677,261709824,261709824,261709824,286875648,286875648,286875648
50,241,370,943,143,2837,21,5668,486,3562,11672,10.14 53.441,10.14 53.44,100.421,100.421,186.459,187.837,187.059,935.293,0.819,180.332,5.888,257675264,257675264,257675264,291229696,291229696,291229696
