name,time
before_graph_generation,1690036008040
graph_creation_get_obstacle_start,1690036008050
graph_creation_obstacle_neighbors_start,1690036008781
graph_creation_knn_start,1690036029320
graph_creation_create_graph_start,1690036074830
graph_creation_merge_prepare_start,1690036075328
graph_creation_merge_insert_start,1690036099793
after_graph_generation,1690036112223
after_agent_init,1690036112250
after_agent,1690036133247
