time,kb
1690036006623,111332
1690036006728,111332
1690036006829,111332
1690036006931,111332
1690036007035,111332
1690036007141,111332
1690036007245,111332
1690036007346,111332
1690036007449,111332
1690036007550,111332
1690036007653,111332
1690036007756,111332
1690036007862,111332
1690036007966,111332
1690036008069,111492
1690036008174,114120
1690036008276,119356
1690036008377,123028
1690036008479,138812
1690036008582,142892
1690036008683,144012
1690036008786,151180
1690036008888,151148
1690036008990,151276
1690036009093,151276
1690036009195,151452
1690036009297,152140
1690036009400,152652
1690036009502,152652
1690036009603,152652
1690036009705,152780
1690036009809,153164
1690036009911,153548
1690036010012,153932
1690036010114,154316
1690036010216,154700
1690036010318,154828
1690036010420,154828
1690036010522,154828
1690036010626,154828
1690036010728,154828
1690036010829,154828
1690036010932,154828
1690036011050,154828
1690036011166,154828
1690036011276,154828
1690036011380,154828
1690036011488,154828
1690036011591,154828
1690036011693,154828
1690036011795,154828
1690036011898,154828
1690036012000,154828
1690036012102,154828
1690036012204,154828
1690036012307,154828
1690036012409,154828
1690036012511,154828
1690036012613,154828
1690036012715,154828
1690036012817,154828
1690036012919,154828
1690036013021,154828
1690036013124,154828
1690036013226,154828
1690036013328,154828
1690036013429,154828
1690036013531,154828
1690036013633,154828
1690036013735,154828
1690036013837,154828
1690036013939,154828
1690036014041,154828
1690036014142,154828
1690036014244,154956
1690036014346,154956
1690036014448,154956
1690036014550,154956
1690036014651,154956
1690036014753,154956
1690036014855,154956
1690036014957,154956
1690036015059,154956
1690036015161,154956
1690036015262,154956
1690036015364,154956
1690036015466,154956
1690036015568,154828
1690036015673,154828
1690036015774,154828
1690036015876,154828
1690036015978,154828
1690036016079,154828
1690036016181,154828
1690036016283,154828
1690036016385,154828
1690036016487,154828
1690036016588,154828
1690036016690,154828
1690036016792,154828
1690036016894,154828
1690036016996,154828
1690036017098,154828
1690036017199,154828
1690036017302,154828
1690036017403,154828
1690036017505,154956
1690036017607,154956
1690036017709,154956
1690036017811,154956
1690036017913,154956
1690036018015,154956
1690036018116,154956
1690036018218,154956
1690036018321,154828
1690036018422,154828
1690036018524,154828
1690036018626,154828
1690036018728,154828
1690036018830,154828
1690036018932,154828
1690036019033,154828
1690036019135,154956
1690036019237,155212
1690036019338,155468
1690036019440,155596
1690036019542,155852
1690036019643,156108
1690036019745,156364
1690036019847,156492
1690036019949,156748
1690036020050,157004
1690036020152,157004
1690036020254,157004
1690036020356,157004
1690036020458,157004
1690036020559,157004
1690036020661,157004
1690036020763,157004
1690036020865,157004
1690036020966,157004
1690036021068,157004
1690036021169,157004
1690036021271,157004
1690036021373,157004
1690036021475,157004
1690036021576,156876
1690036021678,156876
1690036021780,156876
1690036021882,156876
1690036021983,156876
1690036022085,156876
1690036022187,156876
1690036022289,156876
1690036022391,156876
1690036022493,156876
1690036022594,156876
1690036022696,156876
1690036022798,156876
1690036022900,157004
1690036023002,157004
1690036023104,157004
1690036023206,157004
1690036023308,157004
1690036023410,157004
1690036023513,157004
1690036023615,157004
1690036023717,157004
1690036023819,157004
1690036023921,157004
1690036024023,157004
1690036024125,157004
1690036024227,157004
1690036024332,157004
1690036024436,157004
1690036024538,157004
1690036024639,157004
1690036024741,157004
1690036024843,157004
1690036024945,157004
1690036025046,157004
1690036025148,157004
1690036025250,157004
1690036025352,157004
1690036025454,157004
1690036025556,157004
1690036025658,157004
1690036025760,157004
1690036025862,157004
1690036025964,157004
1690036026066,157132
1690036026168,157132
1690036026270,157132
1690036026372,157132
1690036026474,157132
1690036026576,157132
1690036026678,157132
1690036026780,157132
1690036026882,157132
1690036026983,157132
1690036027085,157132
1690036027187,157132
1690036027288,157132
1690036027390,157132
1690036027492,157132
1690036027594,157132
1690036027696,157132
1690036027798,157132
1690036027900,157132
1690036028001,157132
1690036028103,157132
1690036028205,157132
1690036028307,157132
1690036028409,157132
1690036028512,157132
1690036028613,157132
1690036028715,157132
1690036028817,157132
1690036028919,157132
1690036029020,157132
1690036029122,157132
1690036029224,157004
1690036029326,160076
1690036029427,164880
1690036029529,164712
1690036029631,164800
1690036029732,168736
1690036029834,169104
1690036029936,169060
1690036030039,167188
1690036030141,167228
1690036030243,167184
1690036030344,167336
1690036030445,167320
1690036030547,167432
1690036030648,167464
1690036030750,167516
1690036030851,167428
1690036030952,167464
1690036031054,167408
1690036031155,167392
1690036031256,167468
1690036031358,167444
1690036031459,167412
1690036031561,167356
1690036031662,167328
1690036031764,167444
1690036031865,167520
1690036031967,167472
1690036032068,167396
1690036032170,167488
1690036032271,167436
1690036032372,167404
1690036032474,167504
1690036032575,167376
1690036032677,167492
1690036032778,167444
1690036032879,167560
1690036032981,167500
1690036033083,167472
1690036033184,167432
1690036033285,167408
1690036033387,167456
1690036033489,167468
1690036033590,167500
1690036033692,167616
1690036033793,167584
1690036033895,167388
1690036033996,167632
1690036034098,167596
1690036034199,167548
1690036034301,167684
1690036034402,167624
1690036034504,167432
1690036034606,167676
1690036034708,167640
1690036034809,167592
1690036034911,167692
1690036035013,167696
1690036035115,167812
1690036035216,167916
1690036035318,167892
1690036035419,167976
1690036035521,167932
1690036035623,167864
1690036035725,167820
1690036035827,167912
1690036035929,167928
1690036036030,167720
1690036036132,168104
1690036036233,167968
1690036036335,167952
1690036036436,167920
1690036036538,168016
1690036036639,168008
1690036036741,167808
1690036036842,168052
1690036036944,168024
1690036037045,168116
1690036037146,168128
1690036037248,168228
1690036037349,168148
1690036037451,168320
1690036037552,168344
1690036037654,168632
1690036037756,170880
1690036037857,171136
1690036037959,171192
1690036038061,171232
1690036038163,163128
1690036038264,163224
1690036038366,163224
1690036038468,163224
1690036038571,163244
1690036038673,163216
1690036038776,163332
1690036038877,163340
1690036038978,163168
1690036039080,163308
1690036039181,163424
1690036039283,163436
1690036039385,163460
1690036039486,163336
1690036039588,163364
1690036039690,163304
1690036039791,163432
1690036039893,163216
1690036039995,163008
1690036040096,163252
1690036040198,163300
1690036040300,163328
1690036040402,163344
1690036040503,163340
1690036040605,163240
1690036040707,163260
1690036040808,163292
1690036040911,163296
1690036041013,163388
1690036041114,163360
1690036041216,163292
1690036041318,163244
1690036041419,163500
1690036041521,163392
1690036041622,163508
1690036041724,163412
1690036041826,163424
1690036041927,163420
1690036042030,163448
1690036042131,163464
1690036042233,163560
1690036042335,163572
1690036042437,163604
1690036042538,163636
1690036042640,163540
1690036042742,163664
1690036042843,163628
1690036042945,163536
1690036043046,163532
1690036043148,163460
1690036043249,163516
1690036043351,163568
1690036043453,163556
1690036043554,163604
1690036043656,163576
1690036043758,163608
1690036043859,163724
1690036043961,163544
1690036044062,163568
1690036044164,163684
1690036044266,163596
1690036044368,163560
1690036044470,163676
1690036044572,163704
1690036044673,163616
1690036044775,163660
1690036044877,163624
1690036044978,163632
1690036045080,163668
1690036045182,163552
1690036045283,163584
1690036045385,163500
1690036045487,163480
1690036045588,163508
1690036045690,163388
1690036045792,163504
1690036045895,163364
1690036045997,163608
1690036046099,163560
