name,time
before_graph_generation,1690035888717
graph_creation_get_obstacle_start,1690035888720
graph_creation_obstacle_neighbors_start,1690035889366
graph_creation_knn_start,1690035901899
graph_creation_create_graph_start,1690035928454
graph_creation_merge_prepare_start,1690035928837
graph_creation_merge_insert_start,1690035944162
after_graph_generation,1690035950965
after_agent_init,1690035950994
after_agent,1690035966034
