time,kb
1690035922092,147576
1690035922194,147504
1690035922295,151432
1690035922397,151604
1690035922499,151680
1690035922601,151636
1690035922703,151592
1690035922805,151676
1690035922907,151440
1690035923011,151396
1690035923113,151540
1690035923216,151496
1690035923320,151368
1690035923423,151380
1690035923525,151436
1690035923627,151336
1690035923729,151376
1690035923833,151492
1690035923934,151484
1690035924036,151560
1690035924138,151504
1690035924239,151492
1690035924341,151604
1690035924443,151596
1690035924545,151580
1690035924647,151572
1690035924749,151716
1690035924851,152016
1690035924952,152072
1690035925054,152220
1690035925156,152368
1690035925258,152488
1690035925360,152748
1690035925462,152728
1690035925564,152856
1690035925666,152820
1690035925768,152964
1690035925870,152976
1690035925972,152964
1690035926074,152860
1690035926176,152988
1690035926277,152900
1690035926380,152908
1690035926482,152924
1690035926584,152876
1690035926686,153132
1690035926787,153068
1690035926890,153036
1690035926992,153040
1690035927094,153032
1690035927196,153096
1690035927298,153068
1690035927400,153056
1690035927502,153280
1690035927604,153140
1690035927706,153116
1690035927808,153140
1690035927911,153108
1690035928013,153240
1690035928116,153092
1690035928218,153208
1690035928321,153112
1690035928425,153368
1690035928527,164600
1690035928629,171684
1690035928732,177160
1690035928833,176940
1690035928935,179424
1690035929038,183192
1690035929141,191604
1690035929244,193552
1690035929346,197904
1690035929448,202072
1690035929553,197392
1690035929654,197428
1690035929755,197556
1690035929857,201436
1690035929959,202588
1690035930061,202512
1690035930162,202640
1690035930264,210356
1690035930365,214964
1690035930467,215008
1690035930570,214860
1690035930671,219084
1690035930773,219000
1690035930875,219128
1690035930976,223028
1690035931078,223156
1690035931179,223072
1690035931281,227168
1690035931383,227296
1690035931485,231336
1690035931586,231464
1690035931689,229868
1690035931790,234092
1690035931892,230004
1690035931994,230004
1690035932096,227928
1690035932198,230104
1690035932299,229924
1690035932401,226140
1690035932503,226084
1690035932605,226212
1690035932708,226008
1690035932810,226136
1690035932912,226064
1690035933014,230288
1690035933116,230088
1690035933218,230216
1690035933319,230136
1690035933422,230264
1690035933524,230080
1690035933626,228160
1690035933728,228084
1690035933830,228212
1690035933932,228100
1690035934033,228228
1690035934135,228184
1690035934237,228184
1690035934339,224096
1690035934441,226400
1690035934544,229600
1690035934646,229856
1690035934748,228328
1690035934850,235684
1690035934952,236516
1690035935055,233064
1690035935156,232876
1690035935258,229000
1690035935360,230836
1690035935462,228916
1690035935564,228968
1690035935666,230760
1690035935768,231208
1690035935870,229504
1690035935972,229152
1690035936074,231328
1690035936176,231268
1690035936278,231264
1690035936380,231392
1690035936482,235400
1690035936584,235528
1690035936686,235316
1690035936789,235444
1690035936890,235388
1690035936993,233448
1690035937095,233576
1690035937197,235536
1690035937299,235532
1690035937401,235532
1690035937503,235448
1690035937606,235576
1690035937707,233924
1690035937809,234820
1690035937911,237948
1690035938013,238972
1690035938117,237004
1690035938219,239180
1690035938321,237128
1690035938424,237128
1690035938526,237036
1690035938628,237164
1690035938730,239148
1690035938831,237244
1690035938933,239288
1690035939036,237068
1690035939138,235012
1690035939239,235012
1690035939341,236960
1690035939443,234976
1690035939544,236040
1690035939646,237064
1690035939748,235008
1690035939850,234916
1690035939952,237092
1690035940053,237016
1690035940155,234920
1690035940257,235048
1690035940359,237036
1690035940461,235084
1690035940563,239040
1690035940665,239152
1690035940767,241028
1690035940869,241156
1690035940970,241064
1690035941073,240992
1690035941175,237364
1690035941277,237284
1690035941380,237216
1690035941482,237344
1690035941584,237148
1690035941686,235304
1690035941787,237148
1690035941889,237276
1690035941991,237200
1690035942093,241424
1690035942196,241344
1690035942298,239324
1690035942400,235096
1690035942502,235224
1690035942603,237192
1690035942705,237192
1690035942807,237248
1690035942910,237248
1690035943013,237216
1690035943115,237208
1690035943216,237336
1690035943318,241236
1690035943421,241364
1690035943523,241296
1690035943626,241424
1690035943728,241244
1690035943830,241372
1690035943931,241308
1690035944033,241436
1690035944135,245456
1690035944236,245588
1690035944338,245644
1690035944440,239464
1690035944542,247700
1690035944644,249864
1690035944746,251060
1690035944849,254004
1690035944950,256576
1690035945053,252796
1690035945155,253180
1690035945257,253036
1690035945359,253136
1690035945461,253504
1690035945563,253828
1690035945665,254340
1690035945767,254640
1690035945868,255004
1690035945970,255200
1690035946071,255560
1690035946173,255928
1690035946275,256276
1690035946378,257904
1690035946479,260208
1690035946581,261528
1690035946682,261912
1690035946784,263996
1690035946886,264356
1690035946988,268820
1690035947089,268884
1690035947191,289520
1690035947293,291512
1690035947395,293640
1690035947496,295652
1690035947598,295640
1690035947701,295608
1690035947803,299688
1690035947905,299944
1690035948007,303696
1690035948108,304080
1690035948210,305940
1690035948312,310024
1690035948415,312196
1690035948517,312152
1690035948619,316376
1690035948720,316176
1690035948822,316416
1690035948925,311032
1690035949029,312884
1690035949131,312848
1690035949233,312920
1690035949335,314044
1690035949437,314932
1690035949539,318252
1690035949641,319532
1690035949743,320124
1690035949845,320220
1690035949946,324424
1690035950048,324644
1690035950149,324724
1690035950251,329008
1690035950353,329216
1690035950454,332780
1690035950556,333804
1690035950658,333884
1690035950760,333988
1690035950863,338340
1690035950965,338724
1690035951066,340984
1690035951168,351812
1690035951270,353280
1690035951372,353224
1690035951473,353352
1690035951575,357984
1690035951678,360628
1690035951780,366692
1690035951882,372320
1690035951984,373276
1690035952086,378836
1690035952192,383688
1690035952294,393908
1690035952396,397684
1690035952498,401656
1690035952602,404124
1690035952703,414644
1690035952805,415924
1690035952906,423732
1690035953010,431388
1690035953111,448460
1690035953213,432536
1690035953315,429476
1690035953418,429632
1690035953524,411024
1690035953626,402648
1690035953728,402776
1690035953830,402864
1690035953931,400316
1690035954037,404076
1690035954140,412012
1690035954241,412048
1690035954343,413396
1690035954445,413416
1690035954549,422288
1690035954651,432528
1690035954753,432568
1690035954854,433208
1690035954956,435844
1690035955058,446288
1690035955163,450956
1690035955265,459916
1690035955366,462860
1690035955468,464396
1690035955570,466920
1690035955672,477488
1690035955777,480760
1690035955879,496748
1690035955981,497132
1690035956084,455476
1690035956186,455604
1690035956291,455672
1690035956400,453672
1690035956502,438932
1690035956605,426748
1690035956707,426552
1690035956810,426936
1690035956911,429192
1690035957014,435512
1690035957116,441444
1690035957218,439508
1690035957320,439636
1690035957422,440496
1690035957524,443000
1690035957630,439104
1690035957732,449016
1690035957834,450296
1690035957936,453624
1690035958038,465336
1690035958144,467452
1690035958246,476388
1690035958348,478308
1690035958450,478752
1690035958552,481256
1690035958654,481060
1690035958756,484624
1690035958858,490988
1690035958962,497096
1690035959063,495752
1690035959166,437072
1690035959268,437200
1690035959369,437156
1690035959471,439320
1690035959575,439108
1690035959677,443204
1690035959778,443172
1690035959880,443300
1690035959982,443372
1690035960088,443160
1690035960190,443004
1690035960292,443004
1690035960394,442988
1690035960495,443116
1690035960597,443572
1690035960699,443820
1690035960802,447816
1690035960904,455624
1690035961006,456848
1690035961107,459024
1690035961209,468276
1690035961313,468196
1690035961416,472812
1690035961518,475500
1690035961620,478828
1690035961722,480828
1690035961825,483380
1690035961928,492320
1690035962030,493592
1690035962132,500704
1690035962234,503996
1690035962335,505788
1690035962437,508460
1690035962539,510508
1690035962641,512776
1690035962745,524040
1690035962848,529008
1690035962950,453468
1690035963052,453468
1690035963154,453404
1690035963255,453532
1690035963357,453356
1690035963460,449324
1690035963562,449124
1690035963664,449124
1690035963765,449104
1690035963867,449616
1690035963969,450468
1690035964071,457808
1690035964172,453576
1690035964274,454216
1690035964376,454728
1690035964478,460184
1690035964579,466252
1690035964681,472228
1690035964782,472580
1690035964884,472836
1690035964986,475016
1690035965087,481416
1690035965189,486764
1690035965291,493348
1690035965394,499212
1690035965497,506856
1690035965600,481536
1690035965702,481664
1690035965803,482416
1690035965905,483312
1690035966007,483176
1690035966109,483872
1690035966212,464080
1690035966316,459916
1690035966422,461324
1690035966526,461204
1690035966630,460116
1690035966736,460268
1690035966840,460156
1690035966943,461432
1690035967050,461020
1690035967153,460220
1690035967259,459984
1690035967365,460420
1690035967470,461384
1690035967576,460892
1690035967682,460296
1690035967785,460024
1690035967892,461104
1690035967996,461116
1690035968101,460820
1690035968204,460084
1690035968309,459824
1690035968412,461228
1690035968517,461112
1690035968620,460832
1690035968724,460224
1690035968826,460512
1690035968931,460916
1690035969034,460892
1690035969138,460572
1690035969244,459876
1690035969347,460232
1690035969453,460984
1690035969555,473196
