get_obstacle_time,knn_search_time,build_graph_time,merge_road_graph_time,add_poi_attributes_time,iteration_number,iteration_time,obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging
48.406,100089.65,97.981,14446.415,6.278,0,114734.448,653,5164,7096,20629,858,11257,426,22547,7768,17068,47765
58.744,100936.136,93.635,14954.516,6.362,1,116089.814,653,5164,7096,20629,858,11257,426,22547,7768,17068,47765
49.645,99935.324,132.207,14641.32,6.213,2,114810.418,653,5164,7096,20629,858,11257,426,22547,7768,17068,47765
62.719,99842.036,118.902,14356.24,4.603,3,114425.547,653,5164,7096,20629,858,11257,426,22547,7768,17068,47765
48.068,100239.949,91.328,14388.058,6.032,4,114809.992,653,5164,7096,20629,858,11257,426,22547,7768,17068,47765
