time,kb
1690048706493,126016
1690048706596,126016
1690048706700,126016
1690048706802,126016
1690048706906,126016
1690048707009,126016
1690048707111,126016
1690048707217,126016
1690048707319,126016
1690048707421,126016
1690048707523,126016
1690048707627,126016
1690048707731,134364
1690048707834,133768
1690048707935,137724
1690048708037,147876
1690048708140,148820
1690048708241,164548
1690048708343,166680
1690048708445,168896
1690048708548,179940
1690048708650,179672
1690048708753,180696
1690048708857,180952
1690048708959,182468
1690048709062,182548
1690048709164,182540
1690048709267,182796
1690048709369,182924
1690048709471,183052
1690048709574,183180
1690048709682,183308
1690048709784,183308
1690048709886,183308
1690048709989,183308
1690048710092,183308
1690048710194,183308
1690048710296,183308
1690048710398,183308
1690048710501,183308
1690048710603,183308
1690048710705,183308
1690048710807,183308
1690048710910,183308
1690048711013,183308
1690048711120,183436
1690048711227,183436
1690048711330,183436
1690048711432,183436
1690048711534,183436
1690048711638,183436
1690048711740,183436
1690048711842,183436
1690048711944,183436
1690048712046,183436
1690048712148,183436
1690048712250,183436
1690048712352,183436
1690048712454,183436
1690048712556,183436
1690048712659,183436
1690048712760,183436
1690048712863,183436
1690048712966,183436
1690048713068,183436
1690048713170,183436
1690048713272,183436
1690048713374,183436
1690048713476,183308
1690048713579,183308
1690048713681,183308
1690048713783,183308
1690048713885,183308
1690048713987,183308
1690048714089,183308
1690048714191,183308
1690048714294,183436
1690048714396,183436
1690048714498,183436
1690048714600,183436
1690048714702,183436
1690048714805,183436
1690048714906,183436
1690048715011,183436
1690048715113,183436
1690048715215,183436
1690048715317,183436
1690048715419,183436
1690048715522,183436
1690048715624,183436
1690048715727,183436
1690048715829,183436
1690048715931,183436
1690048716033,183436
1690048716136,183436
1690048716238,183436
1690048716340,183436
1690048716443,183436
1690048716545,183436
1690048716648,183436
1690048716750,183436
1690048716852,183308
1690048716954,183308
1690048717056,183308
1690048717158,183308
1690048717260,183308
1690048717363,183308
1690048717464,183436
1690048717567,183436
1690048717669,183436
1690048717773,183436
1690048717878,183436
1690048717982,183436
1690048718086,183436
1690048718190,183436
1690048718294,183436
1690048718398,183436
1690048718502,183436
1690048718605,183436
1690048718708,183436
1690048718811,183436
1690048718914,183436
1690048719021,183436
1690048719135,183436
1690048719239,183436
1690048719350,183436
1690048719456,183436
1690048719560,183436
1690048719663,183436
1690048719765,183436
1690048719868,183436
1690048719970,183436
1690048720073,183436
1690048720176,183436
1690048720279,183436
1690048720381,183436
1690048720483,183436
1690048720585,183436
1690048720687,183436
1690048720789,183436
1690048720891,183436
1690048720996,183436
1690048721101,183436
1690048721203,183436
1690048721305,183436
1690048721408,183436
1690048721515,183436
1690048721618,183436
1690048721720,183436
1690048721822,183436
1690048721925,183436
1690048722028,183436
1690048722130,183436
1690048722232,183308
1690048722334,183308
1690048722436,183308
1690048722537,183308
1690048722640,183308
1690048722742,183308
1690048722845,183436
1690048722949,183436
1690048723052,183436
1690048723154,183436
1690048723256,183436
1690048723360,183436
1690048723467,183436
1690048723569,183436
1690048723672,183436
1690048723775,183436
1690048723877,183436
1690048723979,183436
1690048724082,183436
1690048724184,183436
1690048724286,183436
1690048724388,183436
1690048724490,183436
1690048724592,183436
1690048724694,183436
1690048724796,183436
1690048724899,183436
1690048725001,183436
1690048725103,183436
1690048725205,183436
1690048725308,183436
1690048725411,183436
1690048725513,183436
1690048725615,183436
1690048725717,183436
1690048725819,183436
1690048725923,183436
1690048726027,183436
1690048726130,183436
1690048726233,183564
1690048726335,183564
1690048726437,183564
1690048726539,183564
1690048726642,183564
1690048726744,183564
1690048726846,183564
1690048726948,183564
1690048727051,183564
1690048727154,183564
1690048727255,183564
1690048727357,183564
1690048727459,183564
1690048727561,183564
1690048727663,183564
1690048727765,183564
1690048727868,183564
1690048727970,183564
1690048728072,183564
1690048728175,183564
1690048728277,183436
1690048728380,183436
1690048728482,183436
1690048728584,183436
1690048728687,181512
1690048728790,181512
1690048728894,181512
1690048728997,181512
1690048729099,181512
1690048729201,181512
1690048729303,181512
1690048729406,181512
1690048729508,181512
1690048729611,181512
1690048729713,181512
1690048729816,181640
1690048729919,181640
1690048730022,181640
1690048730124,181640
1690048730227,181640
1690048730330,181640
1690048730433,181640
1690048730536,181640
1690048730642,181640
1690048730745,181640
1690048730847,181640
1690048730949,181640
1690048731053,181640
1690048731155,181640
1690048731258,181640
1690048731361,181640
1690048731463,181640
1690048731566,181640
1690048731668,181640
1690048731770,181640
1690048731873,181640
1690048731975,181512
1690048732078,181512
1690048732181,181512
1690048732283,181512
1690048732385,181512
1690048732487,181512
1690048732590,181512
1690048732692,181512
1690048732794,181512
1690048732896,181512
1690048732999,181640
1690048733102,181640
1690048733204,181640
1690048733307,181640
1690048733409,181640
1690048733511,181640
1690048733613,181640
1690048733716,181640
1690048733818,181640
1690048733921,181640
1690048734023,181640
1690048734126,181640
1690048734228,181640
1690048734330,181640
1690048734433,181640
1690048734535,181640
1690048734637,181640
1690048734741,181640
1690048734844,181640
1690048734946,181640
1690048735049,181640
1690048735151,181640
1690048735253,181640
1690048735355,181640
1690048735457,181640
1690048735559,181640
1690048735662,181640
1690048735764,181640
1690048735866,181640
1690048735968,181512
1690048736071,181512
1690048736172,181512
1690048736275,181512
1690048736377,181512
1690048736479,181640
1690048736581,181640
1690048736684,181640
1690048736786,181640
1690048736888,181640
1690048736990,181640
1690048737092,181640
1690048737194,181640
1690048737297,181640
1690048737399,181640
1690048737501,181640
1690048737603,181640
1690048737706,181640
1690048737808,181640
1690048737909,181640
1690048738011,181640
1690048738114,181640
1690048738216,181640
1690048738318,181640
1690048738420,181640
1690048738522,181640
1690048738624,181640
1690048738726,181640
1690048738828,181640
1690048738930,181640
1690048739032,181640
1690048739135,181640
1690048739238,181512
1690048739339,181512
1690048739442,181512
1690048739544,181512
1690048739646,181512
1690048739750,181640
1690048739852,181640
1690048739954,181640
1690048740056,181640
1690048740158,181640
1690048740259,181640
1690048740362,181640
1690048740464,181640
1690048740566,181640
1690048740668,181640
1690048740770,181640
1690048740872,181640
1690048740974,181640
1690048741077,181640
1690048741179,181640
1690048741280,181640
1690048741382,181640
1690048741484,181640
1690048741586,181640
1690048741688,181640
1690048741790,181640
1690048741893,181640
1690048741995,181640
1690048742097,181640
1690048742198,181640
1690048742300,181640
1690048742402,181640
1690048742505,181512
1690048742607,181512
1690048742709,181512
1690048742812,181512
1690048742914,181640
1690048743016,181640
1690048743117,181640
1690048743220,181640
1690048743321,181640
1690048743423,181640
1690048743525,181640
1690048743627,181640
1690048743729,181640
1690048743831,181640
1690048743933,181640
1690048744036,181640
1690048744137,181640
1690048744239,181640
1690048744341,181640
1690048744443,181640
1690048744545,181640
1690048744647,181640
1690048744749,181640
1690048744851,181640
1690048744953,181640
1690048745055,181640
1690048745157,181640
1690048745259,181640
1690048745361,181640
1690048745463,181640
1690048745565,181640
1690048745667,181640
1690048745769,181640
1690048745870,181640
1690048745972,181640
1690048746074,181640
1690048746176,181640
1690048746278,181640
1690048746380,181640
1690048746482,181640
1690048746584,181640
1690048746686,181640
1690048746788,181640
1690048746890,181640
1690048746992,181640
1690048747094,181640
1690048747196,181640
1690048747298,181640
1690048747400,181640
1690048747502,181640
1690048747604,181640
1690048747705,181640
1690048747807,181640
1690048747910,181640
1690048748013,181640
1690048748115,181640
1690048748218,181640
1690048748320,181640
1690048748423,181640
1690048748525,181640
1690048748627,181640
1690048748730,181640
1690048748832,181640
1690048748935,181640
1690048749036,181640
1690048749139,181640
1690048749241,181640
1690048749343,181640
1690048749446,181640
1690048749548,181640
1690048749651,181640
1690048749754,181640
1690048749856,181640
1690048749959,181640
1690048750062,181512
1690048750164,181512
1690048750266,181512
1690048750368,181512
1690048750471,181512
1690048750573,181512
1690048750677,181512
1690048750779,181512
1690048750881,181512
1690048750983,181512
1690048751086,181512
1690048751188,181640
1690048751291,181640
1690048751393,181640
1690048751496,181640
1690048751599,181640
1690048751701,181640
1690048751804,181640
1690048751906,181640
1690048752009,181640
1690048752111,181640
1690048752213,181640
1690048752316,181640
1690048752419,181640
1690048752522,181640
1690048752624,181640
1690048752727,181640
1690048752830,181640
1690048752932,181640
1690048753035,181640
1690048753137,181640
1690048753240,181640
1690048753343,181640
1690048753446,181768
1690048753548,181768
1690048753651,181768
1690048753753,181768
1690048753855,181768
1690048753957,181768
1690048754059,181768
1690048754163,181768
1690048754266,181640
1690048754369,181640
1690048754471,181640
1690048754573,181640
1690048754675,181640
1690048754777,181640
1690048754880,181640
1690048754982,181640
1690048755085,181640
1690048755187,181640
1690048755290,181640
1690048755392,181640
1690048755493,181640
1690048755595,181640
1690048755697,181640
1690048755798,181640
1690048755901,181640
1690048756003,181640
1690048756105,181640
1690048756207,181640
1690048756309,181640
1690048756411,181640
1690048756513,181640
1690048756616,181640
1690048756718,181640
1690048756820,181640
1690048756922,181640
1690048757024,181640
1690048757126,181640
1690048757228,181768
1690048757330,181768
1690048757432,181768
1690048757535,181768
1690048757637,181768
1690048757739,181768
1690048757840,181768
1690048757942,181768
1690048758045,181768
1690048758147,181768
1690048758250,181768
1690048758352,181768
1690048758455,181768
1690048758558,181768
1690048758660,181768
1690048758763,181768
1690048758865,181768
1690048758968,181768
1690048759070,181768
1690048759172,181768
1690048759274,181768
1690048759376,181768
1690048759479,181768
1690048759581,181768
1690048759683,181768
1690048759785,181768
1690048759887,181768
1690048759989,181768
1690048760092,181768
1690048760193,181768
1690048760296,181768
1690048760398,181640
1690048760500,181640
1690048760602,181640
1690048760705,181640
1690048760807,181640
1690048760909,181640
1690048761012,181640
1690048761114,181640
1690048761218,181640
1690048761320,181640
1690048761421,181640
1690048761523,181640
1690048761626,181512
1690048761728,181512
1690048761830,181512
1690048761932,181512
1690048762035,181512
1690048762137,181512
1690048762241,181512
1690048762343,181512
1690048762446,181640
1690048762548,181640
1690048762650,181640
1690048762752,181640
1690048762854,181640
1690048762956,181640
1690048763058,181640
1690048763160,181640
1690048763263,181640
1690048763365,181640
1690048763468,181640
1690048763569,181640
1690048763672,181640
1690048763774,181640
1690048763876,181640
1690048763978,181640
1690048764082,181640
1690048764184,181640
1690048764287,181640
1690048764389,181640
1690048764492,181640
1690048764594,181640
1690048764697,181640
1690048764799,181640
1690048764901,181640
1690048765003,181640
1690048765105,181640
1690048765208,181640
1690048765310,181640
1690048765412,181640
1690048765514,181640
1690048765617,181640
1690048765719,181640
1690048765821,181640
1690048765923,181640
1690048766025,181640
1690048766127,181640
1690048766230,181640
1690048766332,181640
1690048766434,181640
1690048766537,181640
1690048766638,181640
1690048766741,181640
1690048766843,181640
1690048766944,181640
1690048767046,181640
1690048767149,181768
1690048767251,181768
1690048767353,181768
1690048767455,181768
1690048767557,181768
1690048767659,181768
1690048767762,181768
1690048767864,181768
1690048767966,181768
1690048768068,181768
1690048768170,181768
1690048768273,181768
1690048768375,181768
1690048768478,181768
1690048768580,181768
1690048768683,181768
1690048768785,181768
1690048768888,181768
1690048768991,181768
1690048769095,181768
1690048769198,181768
1690048769301,181768
1690048769404,181768
1690048769506,181768
1690048769608,181768
1690048769711,181768
1690048769813,181768
1690048769915,181768
1690048770018,181768
1690048770120,181768
1690048770222,181768
1690048770325,181768
1690048770428,181768
1690048770531,181768
1690048770633,181768
1690048770735,181768
1690048770837,181768
1690048770939,181768
1690048771042,181768
1690048771144,181768
1690048771247,181768
1690048771353,181768
1690048771459,181768
1690048771561,181768
1690048771665,181768
1690048771766,181768
1690048771869,181768
1690048771971,181768
1690048772073,181768
1690048772175,181640
1690048772277,181640
1690048772380,181640
1690048772482,181640
1690048772585,182024
1690048772687,184584
1690048772789,184688
1690048772891,184556
1690048772992,184724
1690048773094,184624
1690048773197,185000
1690048773300,186444
1690048773403,189004
1690048773505,191316
1690048773607,193388
1690048773709,195568
1690048773811,197232
1690048773913,198700
1690048774015,200560
1690048774117,202400
1690048774219,204504
1690048774321,206288
1690048774423,208652
1690048774525,210452
1690048774627,212884
1690048774729,214648
1690048774830,216052
1690048774932,218076
1690048775034,202372
1690048775136,202480
1690048775238,202736
1690048775340,202460
1690048775442,202576
1690048775544,202504
1690048775646,202580
1690048775748,202604
1690048775851,202540
1690048775953,202756
1690048776058,202696
1690048776160,202776
1690048776262,202704
1690048776364,202760
1690048776466,202928
1690048776568,202980
1690048776670,203840
1690048776771,205368
1690048776881,207032
1690048776989,208268
1690048777091,209880
1690048777193,211604
1690048777294,213580
1690048777396,215532
1690048777498,217252
1690048777603,218492
1690048777709,219004
1690048777811,219048
1690048777913,219116
1690048778015,219116
1690048778117,218972
1690048778219,218992
1690048778321,219120
1690048778423,218976
1690048778526,219232
1690048778630,218980
1690048778732,218996
1690048778835,219040
1690048778937,218976
1690048779039,219032
1690048779143,219080
1690048779245,218984
1690048779348,219496
1690048779450,219356
1690048779552,219400
1690048779654,219328
1690048779756,219360
1690048779858,219392
1690048779960,219416
1690048780062,219304
1690048780165,219432
1690048780271,219348
1690048780373,202940
1690048780475,202848
1690048780578,202784
1690048780681,202852
1690048780784,202676
1690048780887,202604
1690048780989,202692
1690048781091,202812
1690048781195,202856
1690048781299,202772
1690048781401,202832
1690048781503,202760
1690048781608,202840
1690048781710,202760
1690048781813,202756
1690048781916,202764
1690048782020,202724
1690048782123,202684
1690048782226,204056
1690048782328,205792
1690048782430,207768
1690048782533,209360
1690048782635,210692
1690048782737,212448
1690048782842,214496
1690048782945,216036
1690048783047,218136
1690048783150,218924
1690048783252,219180
1690048783354,219040
1690048783456,219032
1690048783559,218912
1690048783660,218968
1690048783763,219012
1690048783864,219036
1690048783967,219016
1690048784068,218944
1690048784171,218984
1690048784272,219012
1690048784374,219024
1690048784476,219080
1690048784579,219360
1690048784681,219216
1690048784783,219272
1690048784885,219528
1690048784987,219424
1690048785089,219284
1690048785191,219172
1690048785295,219428
1690048785398,219116
1690048785502,219372
1690048785604,219500
1690048785708,203016
1690048785811,202912
1690048785915,202972
1690048786017,203036
1690048786120,202928
1690048786222,203184
1690048786326,202948
1690048786429,202984
1690048786532,203032
1690048786634,202976
1690048786736,203232
1690048786839,203192
1690048786941,203076
1690048787043,203012
1690048787144,203068
1690048787247,203104
1690048787348,204652
1690048787450,206588
1690048787553,208136
1690048787655,210236
1690048787758,212060
1690048787859,213908
1690048787961,215728
1690048788063,217308
1690048788166,218972
1690048788268,207952
1690048788371,207876
1690048788473,207808
1690048788575,207872
1690048788678,208128
1690048788780,207852
1690048788882,207880
1690048788985,208136
1690048789093,207876
1690048789195,208000
1690048789298,208128
1690048789401,207980
1690048789503,207920
1690048789605,208176
1690048789710,208040
1690048789812,208108
1690048789914,208028
1690048790017,207896
1690048790119,208152
1690048790221,207972
1690048790325,209508
1690048790428,210988
1690048790530,212824
1690048790633,214416
1690048790736,216052
1690048790839,218100
1690048790942,219488
1690048791046,203248
1690048791148,203504
1690048791252,203356
1690048791354,203484
1690048791456,203280
1690048791558,203212
1690048791661,203284
1690048791764,203328
1690048791867,203456
1690048791968,203292
1690048792071,203328
1690048792173,203380
1690048792275,203308
1690048792378,203332
1690048792483,203252
1690048792593,203380
1690048792703,203372
1690048792806,204092
1690048792910,205884
1690048793012,207696
1690048793114,209744
1690048793216,211240
1690048793318,213108
1690048793421,214952
1690048793524,216660
1690048793627,218544
1690048793730,219764
1690048793832,219684
1690048793934,219712
1690048794036,219788
1690048794139,219744
1690048794242,220000
1690048794344,219736
1690048794446,219736
1690048794549,219784
1690048794652,219844
1690048794756,219972
1690048794859,219864
1690048794963,219832
1690048795067,219792
1690048795171,219880
1690048795274,219936
1690048795378,219892
1690048795482,219860
1690048795586,219936
1690048795689,219864
1690048795792,219932
1690048795894,219980
1690048795996,219880
1690048796100,219960
1690048796204,220088
1690048796306,219968
1690048796407,219892
1690048796510,219976
1690048796612,203368
1690048796715,203624
1690048796816,203412
1690048796919,203472
1690048797020,203728
1690048797122,203572
1690048797223,203568
1690048797325,203488
1690048797427,203544
1690048797529,203460
1690048797631,203480
1690048797734,203608
1690048797838,203324
1690048797941,203316
1690048798044,203572
1690048798147,203568
1690048798251,203512
1690048798354,203568
1690048798456,203832
1690048798557,205428
1690048798660,207160
1690048798762,208644
1690048798864,210436
1690048798966,212504
1690048799068,214548
1690048799170,216012
1690048799272,217852
1690048799375,219900
1690048799477,220016
1690048799579,219932
1690048799680,219956
1690048799782,220000
1690048799884,220128
1690048799986,219976
1690048800089,220232
1690048800190,219936
1690048800292,219992
1690048800394,219952
1690048800498,220208
1690048800604,219980
1690048800708,220108
1690048800812,219896
1690048800917,219868
1690048801021,219988
1690048801125,219984
1690048801229,219940
1690048801335,220068
1690048801439,220172
1690048801541,220076
1690048801644,220204
1690048801748,220076
1690048801852,220204
1690048801956,219996
1690048802058,220084
1690048802160,220056
1690048802263,220156
1690048802365,219848
1690048802468,203756
1690048802570,203528
1690048802674,203512
1690048802777,203584
1690048802883,203548
1690048802988,203512
1690048803091,203640
1690048803194,203608
1690048803298,203552
1690048803402,203552
1690048803504,203608
1690048803607,203736
1690048803709,203812
1690048803811,203688
1690048803913,203604
1690048804015,203524
1690048804119,203632
1690048804222,203580
1690048804324,204276
1690048804427,205880
1690048804529,207544
1690048804631,208976
1690048804733,210720
1690048804835,212824
1690048804937,214168
1690048805039,216472
1690048805141,218388
1690048805245,219700
1690048805350,203472
1690048805452,203468
1690048805555,203408
1690048805657,203340
1690048805759,203412
1690048805862,203344
1690048805964,203408
1690048806067,203156
1690048806170,203412
1690048806274,203284
1690048806381,203368
1690048806482,203752
1690048806585,203508
1690048806688,203572
1690048806790,203828
1690048806892,203680
1690048806994,204372
1690048807098,206424
1690048807200,208392
1690048807302,210208
1690048807403,212256
1690048807506,213788
1690048807608,215392
1690048807710,217136
1690048807812,218860
1690048807914,203072
1690048808016,203156
1690048808118,203136
1690048808220,203172
1690048808322,203228
1690048808425,203232
1690048808527,203152
1690048808629,203080
1690048808731,203152
1690048808833,203336
1690048808935,203356
1690048809038,203388
1690048809140,203444
1690048809242,203488
1690048809344,203404
1690048809446,204488
1690048809548,206536
1690048809651,208468
1690048809752,210952
1690048809854,212996
1690048809956,215048
1690048810058,217136
1690048810161,219424
1690048810265,219588
1690048810368,219668
1690048810469,219536
1690048810571,219628
1690048810673,219684
1690048810775,219736
1690048810878,219524
1690048810980,219628
1690048811083,219656
1690048811185,219704
1690048811287,219612
1690048811389,219752
1690048811491,219808
1690048811593,220192
1690048811695,219860
1690048811797,219916
1690048811898,219936
1690048812001,219944
1690048812103,219988
1690048812204,219884
1690048812306,219944
1690048812408,220200
1690048812510,203624
1690048812612,203880
1690048812713,203672
1690048812816,203728
