name,time
before_graph_generation,1690048707666
graph_creation_get_obstacle_start,1690048707669
graph_creation_obstacle_neighbors_start,1690048708638
graph_creation_knn_start,1690048772615
graph_creation_create_graph_start,1690048897451
graph_creation_merge_prepare_start,1690048898174
graph_creation_merge_insert_start,1690048953119
after_graph_generation,1690048981583
after_agent_init,1690048981627
after_agent,1690049020080
