obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging,from,to,distance_beeline,distance_route,min_time,max_time,avg_time,total_time_of_all_iterations,astar_avg_time,add_positions_to_graph_avg_time,restore_avg_time,min_mem_before,max_mem_before,avg_mem_before,min_mem_after,max_mem_after,avg_mem_after
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.948 53.581,9.963 53.571,1497.617,1754.211,822.861,827.87,825.258,4126.292,345.688,408.369,70.377,2159226880,2300162048,2262740992,2215821312,2322190336,2292934246.4
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.963 53.571,9.954 53.581,1297.274,1552.593,673.541,678.039,675.165,3375.827,297.235,308.073,69.184,2210447360,2210455552,2210453094.4,2229321728,2229329920,2229328281.6
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.954 53.581,9.964 53.572,1240.606,1599.423,615.682,617.86,616.831,3084.157,339.788,207.915,68.613,1479147520,1846816768,1552682188.8,1489633280,1857306624,1563168768
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.964 53.572,9.948 53.577,1193.542,1530.958,599.456,610.703,602.749,3013.744,282.848,249.028,69.208,1483751424,1483751424,1483751424,1498431488,1498431488,1498431488
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.948 53.577,9.963 53.571,1153.15,1398.268,785.046,795.634,789.634,3948.171,342.704,376.742,69.79,1484578816,1484595200,1484590284.8,1499258880,1499275264,1499271168
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.963 53.571,9.948 53.575,1098.082,1239.425,1233.828,1244.688,1238.94,6194.702,240.285,926.305,71.681,1485221888,1485234176,1485230080,1499901952,1499914240,1499911782.4
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.948 53.575,9.962 53.58,1045.132,1208.063,1278.909,1292.754,1287.101,6435.507,317.72,896.152,72.919,1485824000,1485832192,1485830553.6,1506795520,1506803712,1506802073.6
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.962 53.58,9.956 53.572,1003.623,1143.003,1195.313,1297.62,1217.713,6088.565,174.868,970.305,72.155,1483055104,1483063296,1483060838.4,1501929472,1501937664,1501935206.4
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.956 53.572,9.949 53.579,949.586,1102.522,1685.168,1726.38,1698.656,8493.282,298.817,1325.39,73.937,1489149952,1508429824,1493005926.4,1514278912,1514315776,1514308403.2
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.949 53.579,9.963 53.579,899.769,1070.978,1058.596,1065.007,1062.901,5314.504,233.374,757.202,72.105,1485873152,1485877248,1485874790.4,1500553216,1500557312,1500554854.4
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.963 53.579,9.957 53.572,849.955,875.021,1423.567,1433.94,1428.332,7141.658,92.996,1260.311,74.613,1494593536,1494597632,1494595993.6,1509273600,1509277696,1509276057.6
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.957 53.572,9.954 53.579,799.121,1188.634,1576.818,1583.336,1580.262,7901.311,313.638,1192.269,73.843,1494835200,1494851584,1494842572.8,1522098176,1522114560,1522105548.8
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.954 53.579,9.951 53.573,749.167,1063.443,1138.01,1140.337,1138.938,5694.69,194.053,871.043,73.314,1491189760,1491193856,1491190579.2,1505869824,1505873920,1505870643.2
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.951 53.573,9.961 53.574,699.72,886.939,2022.29,2028.779,2025.243,10126.215,242.354,1704.967,77.38,1493696512,1495838720,1495407820.8,1516765184,1518907392,1518476492.8
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.961 53.574,9.955 53.579,649.627,762.83,1371.353,1402.7,1384.024,6920.119,198.998,1112.16,72.619,1493172224,1505746944,1498496204.8,1507852288,1512038400,1510110003.2
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.955 53.579,9.955 53.573,599.467,714.518,1215.421,1226.755,1221.368,6106.839,131.301,1018.196,71.617,1493393408,1493397504,1493396684.8,1508073472,1508077568,1508076748.8
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.955 53.573,9.959 53.578,550.109,743.858,1846.489,1880.494,1858.985,9294.927,270.039,1515.786,72.987,1493708800,1513263104,1501894246.4,1512583168,1525321728,1516833177.6
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.959 53.578,9.96 53.573,499.74,628.169,1108.2,1122.079,1112.615,5563.076,95.587,944.629,72.209,1498529792,1511546880,1501133209.6,1517404160,1517404160,1517404160
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.96 53.573,9.956 53.576,449.642,610.737,1523.03,1533.894,1528.252,7641.258,163.073,1291.251,73.687,1500364800,1500364800,1500364800,1515044864,1515044864,1515044864
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.956 53.576,9.951 53.574,400.337,549.265,1732.785,1748.337,1742.707,8713.537,79.419,1587.842,75.241,1500794880,1500811264,1500801433.6,1511325696,1515491328,1514651648
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.951 53.574,9.957 53.574,349.744,412.765,1383.111,1393.02,1388.296,6941.482,106.987,1208.074,73.109,1496825856,1496825856,1496825856,1511505920,1511505920,1511505920
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.957 53.574,9.957 53.577,299.824,333.72,1495.707,1511.847,1507.807,7539.036,41.499,1392.648,73.544,1499074560,1510338560,1505408614.4,1512034304,1520824320,1516733235.2
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.957 53.577,9.954 53.578,249.953,256.549,1292.735,1300.884,1296.78,6483.901,12.944,1211.082,72.625,1501855744,1506050048,1502694604.8,1512341504,1512341504,1512341504
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.954 53.578,9.952 53.576,200.038,241.935,1172.746,1180.239,1177.602,5888.011,16.49,1087.807,73.248,1501978624,1501982720,1501981900.8,1512464384,1512468480,1512467660.8
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.952 53.576,9.954 53.575,150.348,176.745,910.787,913.921,912.517,4562.586,10.302,830.177,71.969,1503612928,1514340352,1510749798.4,1512628224,1516437504,1514571366.4
2169,16290,22801,65164,3755,96427,1745,193355,27181,57978,413662,9.954 53.575,9.954 53.574,100.102,183.978,1629.892,1645.344,1637.825,8189.127,6.182,1556.986,74.595,1503973376,1503977472,1503975014.4,1514459136,1518653440,1516138496
