obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging,from,to,distance_beeline,distance_route,min_time,max_time,avg_time,total_time_of_all_iterations,astar_avg_time,add_positions_to_graph_avg_time,restore_avg_time,min_mem_before,max_mem_before,avg_mem_before,min_mem_after,max_mem_after,avg_mem_after
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.962 53.58,9.956 53.572,1003.623,1132.91,173.556,176.482,174.777,873.883,44.081,109.751,20.524,679550976,679682048,679655833.6,685842432,685973504,685947289.6
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.956 53.572,9.949 53.579,949.586,1102.511,243.613,246.142,244.979,1224.894,64.967,157.247,22.426,667504640,667504640,667504640,673796096,673796096,673796096
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.949 53.579,9.963 53.579,899.769,1071.609,228.715,230.491,229.607,1148.037,62.411,145.082,21.916,672768000,672768000,672768000,676962304,676962304,676962304
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.963 53.579,9.957 53.572,849.955,875.746,230.757,246.456,235.411,1177.057,35.793,176.011,22.173,675778560,675782656,675780198.4,677875712,677879808,677877350.4
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.957 53.572,9.954 53.579,799.121,1189.368,249.502,250.933,250.382,1251.91,68.909,159.199,21.918,676061184,676065280,676062822.4,680255488,680259584,680257126.4
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.954 53.579,9.951 53.573,749.167,1062.11,206.652,207.38,207.008,1035.041,49.655,134.937,22.131,670818304,670822400,670819942.4,677109760,677113856,677111398.4
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.951 53.573,9.961 53.574,699.72,887.442,359.161,361.256,360.241,1801.204,53.332,280.9,25.769,667365376,667377664,667372748.8,698822656,698834944,698830028.8
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.961 53.574,9.955 53.579,649.627,765.599,308.41,312.813,311.273,1556.364,50.478,236.579,23.97,657838080,657842176,657841356.8,672518144,672522240,672521420.8
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.955 53.579,9.955 53.573,599.467,712.629,277.451,279.913,278.544,1392.722,44.244,211.794,22.316,660848640,660852736,660849459.2,662945792,662949888,662946611.2
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.955 53.573,9.959 53.578,550.109,776.068,392.585,395.978,393.613,1968.064,61.137,308.512,23.801,657068032,657072128,657069670.4,682233856,682237952,682235494.4
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.959 53.578,9.96 53.573,499.74,634.465,265.15,266.599,265.615,1328.076,37.519,205.746,22.213,663048192,663056384,663054745.6,665145344,665153536,665151897.6
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.96 53.573,9.956 53.576,449.642,617.836,338.502,390.107,350.171,1750.857,34.131,292.135,23.742,659173376,663367680,660851097.6,663367680,667561984,665045401.6
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.956 53.576,9.951 53.574,400.337,549.265,357.582,366.911,361.302,1806.509,42.045,294.893,24.206,659513344,659517440,659514982.4,669999104,670003200,670000742.4
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.951 53.574,9.957 53.574,349.744,406.825,247.525,248.811,248.193,1240.966,31.845,193.711,22.55,664399872,664399872,664399872,666497024,666497024,666497024
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.957 53.574,9.957 53.577,299.824,333.336,331.952,337.002,333.686,1668.429,18.836,291.001,23.762,660377600,660377600,660377600,662474752,662474752,662474752
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.957 53.577,9.954 53.578,249.953,256.549,312.11,314.527,313.108,1565.539,7.501,282.398,23.093,662822912,662827008,662826188.8,664920064,664924160,664923340.8
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.954 53.578,9.952 53.576,200.038,242.904,278.54,283.772,281.75,1408.75,10.024,248.113,23.558,663408640,663408640,663408640,665505792,665505792,665505792
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.952 53.576,9.954 53.575,150.348,175.546,221.325,226.58,223.114,1115.571,5.321,195.437,22.296,667889664,667893760,667892121.6,669986816,669990912,669989273.6
1204,9273,12858,37065,1759,25281,887,50719,14805,31460,98345,9.954 53.575,9.954 53.574,100.102,185.113,343.887,352.062,349.192,1745.959,3.292,321.862,23.98,663891968,663900160,663896883.2,665989120,665997312,665994035.2
