get_obstacle_time,knn_search_time,build_graph_time,merge_road_graph_time,add_poi_attributes_time,iteration_number,iteration_time,obstacles_input,obstacles_after_unwrapping,obstacle_vertices_input,obstacle_vertices_after_unwrapping,road_vertices_input,road_vertices_after_merging,road_edges_input,road_edges_after_merging,other_vertices_input,visibility_edges_before_merging,visibility_edges_after_merging
293.453,287296.685,684.275,30908.509,23.364,0,319292.729,4348,31928,45018,127758,358,494,175,648,47680,121250,133992
278.448,299976.984,676.21,30783.918,27.384,1,331832.522,4348,31928,45018,127758,358,494,175,648,47680,121250,133992
278.491,288280.409,825.461,30862.792,26.433,2,320365.895,4348,31928,45018,127758,358,494,175,648,47680,121250,133992
293.146,280911.648,671.186,30534.064,24.615,3,312515.561,4348,31928,45018,127758,358,494,175,648,47680,121250,133992
280.531,286254.889,685.304,30934.093,23.45,4,318263.048,4348,31928,45018,127758,358,494,175,648,47680,121250,133992
